Model,Year,Region,Color,Fuel Type,Base Price (USD),Horsepower,Sales Volume,Turbo
S-Class,2021,Global,Grey,Petrol,186489,646,1,No
GLE,2023,Global,Blue,Hybrid,116440,461,1,Yes
E-Class,2021,Global,Blue,Hybrid,58488,418,1,Yes
GLC,2023,Global,Grey,Hybrid,151285,440,1,Yes
C-Class,2023,Global,Blue,Petrol,89619,343,1,Yes
GLB,2023,Global,Silver,Diesel,74168,344,1,Yes
CLA,2021,Global,Yellow,Diesel,69572,298,1,Yes
GLB,2025,Global,Silver,Hybrid,65169,421,1,Yes
GLE,2020,Global,Grey,Diesel,120750,523,1,Yes
GLC,2025,Global,Black,Petrol,119013,460,1,Yes
GLC,2025,Global,Red,Petrol,126665,464,1,Yes
A-Class,2024,Global,Silver,Petrol,64669,195,1,Yes
A-Class,2021,Global,White,Petrol,45678,284,1,Yes
GLE,2022,Global,Grey,Diesel,134389,364,1,Yes
AMG C 63,2023,Global,White,Petrol,137208,487,1,Yes
GLE,2024,Global,Grey,Diesel,111277,501,1,Yes
GLC,2022,Global,Silver,Petrol,73288,256,1,Yes
GLE,2021,Global,Green,Electric,93123,306,1,Yes
GLA,2021,Global,Grey,Diesel,65739,281,1,Yes
GLC,2022,Global,White,Diesel,146466,444,1,Yes
C-Class,2021,Global,Grey,Diesel,76558,395,1,No
GLA,2021,Global,Silver,Hybrid,83448,170,1,Yes
A-Class,2024,Global,Yellow,Hybrid,72002,391,1,No
GLC,2022,Global,Black,Diesel,66380,488,1,Yes
GLA,2024,Global,Black,Hybrid,84218,320,1,Yes
A-Class,2025,Global,White,Diesel,60060,260,1,Yes
A-Class,2023,Global,White,Petrol,63523,196,1,Yes
GLC,2023,Global,Green,Hybrid,78638,370,1,Yes
C-Class,2020,Global,Black,Petrol,45352,467,1,Yes
GLB,2023,Global,Blue,Diesel,79546,299,1,Yes
GLE,2025,Global,Black,Petrol,72545,428,1,Yes
A-Class,2022,Global,Blue,Petrol,79267,195,1,Yes
C-Class,2025,Global,Grey,Hybrid,83460,396,1,Yes
A-Class,2020,Global,White,Petrol,78083,270,1,Yes
E-Class,2020,Global,White,Petrol,73802,531,1,Yes
E-Class,2023,Global,Black,Diesel,96843,288,1,Yes
CLS,2025,Global,Silver,Hybrid,91259,326,1,Yes
E-Class,2021,Global,Black,Petrol,68986,505,1,Yes
C-Class,2023,Global,Orange,Petrol,67387,413,1,No
AMG S 63,2024,Global,White,Hybrid,199976,810,1,Yes
C-Class,2020,Global,Brown,Petrol,39504,338,1,Yes
GLB,2020,Global,Green,Petrol,87929,392,1,No
GLE,2024,Global,White,Electric,160021,389,1,Yes
E-Class,2025,Global,Red,Petrol,102450,343,1,Yes
G-Class,2023,Global,Grey,Petrol,230121,424,1,Yes
A-Class,2023,Global,Red,Petrol,54787,300,1,Yes
GLA,2024,Global,Black,Electric,64648,168,1,Yes
E-Class,2020,Global,Blue,Diesel,62648,358,1,Yes
GLC,2021,Global,Orange,Petrol,137331,484,1,Yes
A-Class,2023,Global,White,Petrol,66614,188,1,Yes
GLE,2020,Global,Blue,Petrol,82326,284,1,Yes
C-Class,2021,Global,Black,Petrol,85504,458,1,Yes
GLB,2024,Global,Black,Petrol,49662,160,1,Yes
GLE,2023,Global,Black,Electric,147918,371,1,No
C-Class,2023,Global,Blue,Diesel,74661,364,1,Yes
GLC,2024,Global,Grey,Electric,72820,313,1,Yes
GLE,2021,Global,Grey,Petrol,80250,358,1,Yes
GLS,2020,Global,White,Petrol,239115,465,1,Yes
S-Class,2021,Global,Yellow,Diesel,158565,356,1,Yes
GLB,2020,Global,Blue,Petrol,62006,213,1,Yes
A-Class,2022,Global,Silver,Petrol,83854,282,1,Yes
GLC,2020,Global,White,Petrol,134352,363,1,Yes
GLC,2025,Global,Grey,Hybrid,127442,271,1,Yes
GLE,2021,Global,Black,Petrol,140505,508,1,Yes
GLE,2021,Global,Red,Petrol,67872,519,1,Yes
A-Class,2024,Global,Silver,Petrol,53967,173,1,Yes
GLC,2024,Global,White,Electric,116656,444,1,Yes
GLA,2023,Global,White,Diesel,64459,334,1,Yes
C-Class,2022,Global,White,Electric,50028,207,1,Yes
A-Class,2021,Global,Blue,Petrol,90127,358,1,Yes
AMG C 63,2020,Global,Grey,Petrol,161149,478,1,Yes
GLC,2021,Global,Grey,Diesel,64359,258,1,Yes
CLA,2021,Global,White,Diesel,86270,224,1,No
GLC,2022,Global,Silver,Diesel,98336,443,1,Yes
G-Class,2021,Global,Grey,Diesel,258184,562,1,No
GLE,2025,Global,Red,Hybrid,172587,602,1,Yes
A-Class,2023,Global,Black,Petrol,84650,386,1,Yes
GLA,2022,Global,White,Electric,70221,273,1,Yes
GLE,2024,Global,White,Diesel,161530,403,1,Yes
A-Class,2021,Global,Red,Diesel,46076,277,1,Yes
E-Class,2021,Global,Blue,Petrol,50706,451,1,Yes
C-Class,2024,Global,White,Petrol,79207,484,1,Yes
GLC,2020,Global,Green,Diesel,93062,476,1,Yes
GLA,2021,Global,Grey,Petrol,46942,289,1,Yes
C-Class,2024,Global,White,Electric,83894,269,1,Yes
GLC,2023,Global,Black,Electric,73373,277,1,Yes
GLB,2025,Global,White,Petrol,99917,177,1,Yes
C-Class,2023,Global,Yellow,Diesel,69822,477,1,Yes
GLE,2020,Global,Black,Diesel,101063,584,1,Yes
C-Class,2025,Global,Blue,Hybrid,53911,245,1,Yes
A-Class,2022,Global,Blue,Petrol,68925,395,1,Yes
GLA,2023,Global,Grey,Electric,80031,168,1,No
GLE,2021,Global,Grey,Petrol,112325,389,1,Yes
GLB,2021,Global,Grey,Petrol,38795,269,1,Yes
GLA,2024,Global,Grey,Hybrid,87400,336,1,Yes
E-Class,2023,Global,Black,Diesel,54977,315,1,Yes
C-Class,2022,Global,Black,Hybrid,93749,482,1,Yes
E-Class,2024,Global,Silver,Hybrid,74508,231,1,Yes
C-Class,2021,Global,White,Diesel,56681,465,1,No
A-Class,2020,Global,Blue,Diesel,60167,266,1,Yes
GLB,2021,Global,Green,Diesel,87999,297,1,No
GLC,2023,Global,Blue,Petrol,88730,428,1,Yes
GLC,2021,Global,White,Diesel,62842,252,1,No
CLA,2020,Global,Black,Petrol,57926,300,1,Yes
GLE,2022,Global,Black,Petrol,105902,387,1,Yes
GLC,2024,Global,Black,Petrol,115113,234,1,Yes
A-Class,2021,Global,Blue,Petrol,53713,259,1,Yes
GLC,2025,Global,White,Electric,146491,501,1,Yes
CLA,2023,Global,Silver,Petrol,84456,391,1,Yes
C-Class,2022,Global,White,Petrol,39705,213,1,Yes
CLA,2020,Global,Red,Diesel,50825,354,1,Yes
CLA,2020,Global,White,Petrol,87323,353,1,Yes
A-Class,2022,Global,Black,Petrol,84509,223,1,Yes
GLC,2021,Global,Black,Petrol,148997,443,1,Yes
AMG A 45,2023,Global,Black,Petrol,277505,411,1,Yes
GLE,2023,Global,Green,Diesel,136571,453,1,Yes
GLC,2025,Global,Silver,Electric,133386,463,1,Yes
GLS,2021,Global,Black,Petrol,335586,559,1,Yes
GLE,2024,Global,Grey,Hybrid,84527,398,1,Yes
GLA,2021,Global,Brown,Petrol,63286,367,1,Yes
C-Class,2022,Global,Green,Petrol,56081,360,1,Yes
C-Class,2020,Global,White,Diesel,49223,493,1,Yes
GLE,2022,Global,Black,Petrol,144375,406,1,Yes
C-Class,2020,Global,Blue,Petrol,63733,309,1,Yes
GLE,2025,Global,Silver,Hybrid,151649,580,1,Yes
GLE,2021,Global,Orange,Petrol,85185,313,1,Yes
GLE,2020,Global,Black,Petrol,62540,366,1,No
E-Class,2025,Global,Grey,Electric,73406,414,1,Yes
GLB,2020,Global,Black,Petrol,61314,340,1,Yes
GLC,2024,Global,Blue,Hybrid,151968,322,1,Yes
GLC,2023,Global,White,Diesel,138752,445,1,Yes
GLS,2024,Global,White,Diesel,392677,578,1,No
G-Class,2024,Global,Grey,Diesel,366743,583,1,Yes
GLE,2025,Global,Black,Electric,107155,554,1,Yes
C-Class,2024,Global,Green,Hybrid,70563,347,1,Yes
A-Class,2025,Global,Black,Electric,53591,319,1,Yes
GLC,2020,Global,Silver,Diesel,81937,342,1,Yes
E-Class,2024,Global,Grey,Hybrid,84170,241,1,Yes
GLA,2024,Global,Blue,Petrol,51899,372,1,No
GLA,2022,Global,Black,Diesel,62351,202,1,Yes
GLE,2023,Global,White,Diesel,133247,537,1,Yes
GLC,2022,Global,Grey,Petrol,139041,247,1,Yes
G-Class,2022,Global,White,Petrol,180177,527,1,Yes
GLB,2023,Global,Silver,Petrol,78274,295,1,Yes
C-Class,2025,Global,Silver,Hybrid,83343,485,1,Yes
GLC,2023,Global,Black,Electric,84467,226,1,Yes
E-Class,2020,Global,Silver,Diesel,86065,472,1,Yes
GLC,2025,Global,White,Petrol,120337,267,1,No
GLS,2022,Global,Grey,Diesel,325996,505,1,Yes
GLA,2024,Global,Blue,Diesel,65929,367,1,Yes
CLA,2022,Global,Black,Petrol,48243,284,1,Yes
A-Class,2021,Global,Black,Diesel,74316,285,1,Yes
A-Class,2022,Global,Blue,Petrol,44239,212,1,Yes
GLE,2020,Global,Black,Petrol,144342,372,1,Yes
GLS,2024,Global,White,Hybrid,354475,606,1,Yes
GLE,2024,Global,Black,Petrol,133566,439,1,Yes
GLB,2024,Global,Grey,Electric,70600,386,1,Yes
C-Class,2023,Global,White,Diesel,89835,367,1,No
GLB,2023,Global,Orange,Hybrid,49082,396,1,No
C-Class,2025,Global,White,Petrol,95312,443,1,No
A-Class,2022,Global,Red,Petrol,73366,197,1,Yes
A-Class,2023,Global,Yellow,Diesel,81125,264,1,Yes
A-Class,2024,Global,Blue,Hybrid,41936,348,1,Yes
GLE,2021,Global,Silver,Petrol,73246,530,1,Yes
GLC,2025,Global,Grey,Hybrid,103785,389,1,Yes
GLB,2022,Global,White,Petrol,69399,352,1,No
A-Class,2022,Global,Silver,Diesel,80533,361,1,Yes
GLB,2021,Global,White,Diesel,53313,360,1,No
A-Class,2022,Global,Black,Petrol,84775,222,1,Yes
GLS,2025,Global,Silver,Electric,205642,404,1,Yes
GLB,2023,Global,Black,Petrol,39880,260,1,Yes
A-Class,2021,Global,Black,Diesel,78534,331,1,No
A-Class,2023,Global,Black,Petrol,76778,286,1,Yes
GLS,2022,Global,Red,Diesel,358920,430,1,Yes
GLC,2023,Global,Silver,Petrol,151727,355,1,Yes
AMG S 63,2020,Global,Black,Diesel,283598,806,1,Yes
GLE,2023,Global,Blue,Petrol,138765,505,1,Yes
E-Class,2025,Global,White,Hybrid,67604,254,1,Yes
A-Class,2022,Global,Black,Electric,54100,269,1,Yes
GLS,2023,Global,Silver,Petrol,158869,537,1,Yes
E-Class,2021,Global,Grey,Petrol,50152,481,1,Yes
C-Class,2020,Global,Black,Diesel,78279,232,1,Yes
A-Class,2023,Global,White,Hybrid,49082,345,1,Yes
GLC,2023,Global,Black,Petrol,134403,385,1,Yes
A-Class,2024,Global,Silver,Hybrid,41744,213,1,Yes
GLE,2022,Global,Blue,Petrol,101893,364,1,Yes
GLC,2021,Global,White,Petrol,85000,407,1,Yes
GLB,2020,Global,Grey,Diesel,77715,250,1,Yes
E-Class,2021,Global,Red,Petrol,86456,390,1,Yes
GLC,2025,Global,White,Petrol,156223,325,1,Yes
AMG C 63,2023,Global,Black,Electric,285031,480,1,Yes
A-Class,2023,Global,White,Petrol,85204,345,1,Yes
GLB,2024,Global,White,Diesel,89121,214,1,Yes
GLE,2024,Global,White,Hybrid,138828,426,1,Yes
C-Class,2021,Global,Silver,Petrol,84298,411,1,Yes
GLA,2022,Global,Black,Diesel,85448,252,1,Yes
AMG A 45,2022,Global,Grey,Diesel,319149,393,1,Yes
S-Class,2022,Global,White,Hybrid,297000,732,1,Yes
S-Class,2020,Global,White,Petrol,180602,659,1,No
C-Class,2024,Global,Grey,Hybrid,55775,268,1,Yes
C-Class,2020,Global,Grey,Diesel,66026,312,1,Yes
GLE,2023,Global,Red,Electric,117481,595,1,Yes
GLA,2020,Global,White,Diesel,66588,232,1,Yes
CLS,2024,Global,White,Petrol,74807,371,1,Yes
GLC,2025,Global,Black,Hybrid,159040,286,1,Yes
GLC,2025,Global,White,Petrol,101695,492,1,Yes
C-Class,2021,Global,Blue,Petrol,47799,327,1,Yes
AMG A 45,2024,Global,Yellow,Electric,206007,406,1,Yes
C-Class,2024,Global,White,Petrol,84576,289,1,Yes
GLC,2021,Global,Black,Petrol,101268,470,1,Yes
GLC,2024,Global,Black,Electric,95590,437,1,Yes
CLS,2024,Global,Silver,Hybrid,95925,437,1,Yes
E-Class,2020,Global,Black,Petrol,87647,510,1,Yes
GLA,2021,Global,Black,Diesel,70380,203,1,Yes
C-Class,2025,Global,Silver,Petrol,58201,361,1,Yes
E-Class,2020,Global,Black,Petrol,66943,398,1,Yes
A-Class,2025,Global,Silver,Petrol,54805,212,1,Yes
GLC,2023,Global,Blue,Diesel,80997,466,1,Yes
A-Class,2025,Global,Black,Hybrid,44340,268,1,Yes
GLB,2022,Global,Black,Petrol,45351,185,1,Yes
AMG S 63,2022,Global,Orange,Petrol,207820,796,1,Yes
GLC,2024,Global,White,Hybrid,152912,212,1,Yes
GLC,2024,Global,Brown,Petrol,74758,200,1,Yes
A-Class,2020,Global,Black,Petrol,45660,370,1,Yes
GLS,2024,Global,Yellow,Hybrid,341525,441,1,No
A-Class,2021,Global,White,Diesel,46749,337,1,Yes
A-Class,2025,Global,Silver,Petrol,61706,215,1,No
GLC,2022,Global,White,Diesel,95029,311,1,Yes
A-Class,2023,Global,Grey,Electric,65330,310,1,Yes
A-Class,2021,Global,Blue,Petrol,88644,269,1,Yes
GLC,2022,Global,Black,Hybrid,89306,355,1,Yes
GLS,2024,Global,Silver,Electric,367396,434,1,No
GLS,2022,Global,Orange,Petrol,242070,464,1,No
GLC,2024,Global,Silver,Hybrid,112401,263,1,Yes
E-Class,2023,Global,White,Hybrid,67112,359,1,No
C-Class,2020,Global,Black,Petrol,66342,241,1,Yes
GLE,2025,Global,Grey,Electric,73878,434,1,Yes
GLB,2025,Global,Red,Petrol,78036,380,1,No
GLB,2024,Global,Silver,Electric,51222,331,1,Yes
A-Class,2021,Global,Silver,Petrol,40664,289,1,Yes
GLC,2021,Global,Silver,Petrol,142729,354,1,Yes
GLA,2025,Global,White,Hybrid,72932,189,1,Yes
GLE,2022,Global,Blue,Petrol,67021,303,1,Yes
CLA,2021,Global,Silver,Petrol,58708,217,1,Yes
GLA,2025,Global,Red,Hybrid,45530,234,1,Yes
GLC,2022,Global,Grey,Diesel,81000,336,1,Yes
GLC,2021,Global,Grey,Petrol,124826,324,1,Yes
GLE,2020,Global,White,Diesel,129537,555,1,Yes
E-Class,2020,Global,Silver,Petrol,80316,438,1,Yes
A-Class,2024,Global,Black,Diesel,95555,410,1,Yes
GLB,2021,Global,Grey,Hybrid,63908,217,1,Yes
GLA,2020,Global,White,Hybrid,77869,162,1,No
E-Class,2025,Global,White,Petrol,71407,488,1,Yes
GLC,2024,Global,Silver,Hybrid,100908,308,1,No
GLB,2021,Global,Black,Petrol,55750,321,1,Yes
C-Class,2021,Global,Silver,Diesel,76155,337,1,Yes
A-Class,2020,Global,Silver,Petrol,36327,391,1,Yes
GLA,2024,Global,White,Hybrid,46655,220,1,Yes
GLB,2025,Global,Silver,Electric,89872,398,1,Yes
GLB,2024,Global,White,Petrol,40483,310,1,Yes
GLA,2024,Global,Silver,Hybrid,74943,340,1,No
A-Class,2020,Global,Grey,Petrol,84098,215,1,Yes
CLS,2021,Global,Black,Hybrid,70651,327,1,Yes
GLA,2023,Global,Silver,Petrol,56316,287,1,Yes
GLC,2023,Global,White,Hybrid,118030,448,1,Yes
A-Class,2025,Global,Blue,Electric,89422,215,1,Yes
GLC,2025,Global,Blue,Diesel,109388,365,1,No
GLA,2024,Global,Blue,Petrol,76870,221,1,Yes
CLA,2021,Global,White,Petrol,62705,405,1,Yes
GLC,2020,Global,Silver,Petrol,120284,307,1,No
A-Class,2023,Global,Yellow,Petrol,92512,294,1,No
A-Class,2024,Global,Blue,Petrol,44396,346,1,Yes
A-Class,2024,Global,Black,Hybrid,59669,335,1,Yes
GLB,2023,Global,Black,Hybrid,67913,204,1,Yes
GLS,2022,Global,Black,Diesel,147410,415,1,Yes
GLC,2021,Global,Red,Petrol,153855,231,1,Yes
S-Class,2020,Global,White,Petrol,152916,450,1,Yes
E-Class,2024,Global,White,Hybrid,91270,472,1,Yes
A-Class,2023,Global,Brown,Petrol,97874,213,1,Yes
GLC,2023,Global,Silver,Petrol,128690,330,1,Yes
CLA,2021,Global,Green,Petrol,39977,321,1,Yes
A-Class,2024,Global,White,Hybrid,59262,171,1,Yes
GLS,2021,Global,White,Petrol,354534,601,1,Yes
GLE,2022,Global,Black,Hybrid,96929,440,1,No
GLC,2020,Global,Silver,Petrol,133669,443,1,Yes
GLE,2025,Global,White,Electric,95857,444,1,Yes
G-Class,2025,Global,Silver,Hybrid,358083,532,1,Yes
GLC,2024,Global,White,Diesel,148938,481,1,No
GLE,2020,Global,White,Petrol,104710,296,1,Yes
GLE,2021,Global,White,Petrol,118796,389,1,Yes
A-Class,2022,Global,White,Diesel,87062,173,1,No
GLC,2023,Global,Grey,Hybrid,82344,402,1,Yes
GLE,2024,Global,Grey,Electric,103743,375,1,Yes
GLC,2023,Global,Black,Petrol,96984,284,1,Yes
GLC,2024,Global,Black,Diesel,92678,481,1,Yes
C-Class,2021,Global,White,Petrol,72296,461,1,Yes
A-Class,2023,Global,White,Petrol,90863,357,1,Yes
C-Class,2025,Global,Grey,Electric,96747,491,1,Yes
GLE,2022,Global,Grey,Petrol,68935,353,1,Yes
C-Class,2025,Global,White,Petrol,63878,479,1,Yes
E-Class,2025,Global,Black,Electric,44808,579,1,Yes
GLC,2023,Global,Blue,Diesel,132159,373,1,Yes
E-Class,2021,Global,Black,Petrol,43545,269,1,Yes
C-Class,2022,Global,White,Diesel,70557,287,1,Yes
E-Class,2024,Global,White,Petrol,84526,278,1,Yes
GLB,2022,Global,Brown,Petrol,93742,238,1,No
GLB,2021,Global,Grey,Petrol,57075,164,1,Yes
GLC,2020,Global,Black,Petrol,61666,501,1,No
C-Class,2022,Global,Red,Petrol,56405,267,1,Yes
GLB,2021,Global,Orange,Diesel,72968,262,1,Yes
A-Class,2023,Global,Silver,Petrol,58420,208,1,No
A-Class,2022,Global,White,Hybrid,72480,339,1,Yes
GLB,2020,Global,Silver,Petrol,67886,234,1,Yes
E-Class,2021,Global,Orange,Diesel,80177,250,1,No
A-Class,2022,Global,Red,Electric,43165,395,1,Yes
S-Class,2024,Global,White,Petrol,292424,628,1,Yes
A-Class,2023,Global,Silver,Electric,45670,156,1,Yes
GLE,2024,Global,Grey,Petrol,93020,355,1,Yes
AMG E 63,2024,Global,Silver,Petrol,356349,587,1,Yes
A-Class,2023,Global,Blue,Hybrid,57994,344,1,No
E-Class,2025,Global,White,Petrol,50300,225,1,Yes
C-Class,2021,Global,Green,Diesel,54764,336,1,Yes
A-Class,2025,Global,Silver,Electric,75661,420,1,Yes
E-Class,2023,Global,Silver,Electric,40054,495,1,No
AMG A 45,2022,Global,Silver,Electric,281384,412,1,Yes
GLA,2022,Global,Black,Petrol,53915,191,1,Yes
A-Class,2020,Global,Grey,Petrol,89134,311,1,Yes
GLE,2025,Global,Black,Electric,134093,586,1,Yes
C-Class,2022,Global,Grey,Petrol,71581,456,1,Yes
GLC,2021,Global,Grey,Petrol,100180,475,1,Yes
E-Class,2021,Global,Black,Diesel,57121,503,1,No
GLE,2024,Global,White,Electric,88484,436,1,Yes
E-Class,2022,Global,Black,Electric,73433,340,1,Yes
GLS,2020,Global,Red,Diesel,340297,600,1,No
GLS,2025,Global,Black,Hybrid,249349,499,1,No
GLE,2025,Global,Red,Hybrid,88042,300,1,Yes
GLS,2022,Global,Blue,Petrol,338483,348,1,Yes
GLA,2025,Global,Silver,Hybrid,82932,300,1,Yes
C-Class,2024,Global,Silver,Electric,71345,497,1,Yes
A-Class,2024,Global,Red,Diesel,44673,412,1,Yes
S-Class,2022,Global,Red,Petrol,196565,737,1,Yes
GLC,2022,Global,White,Diesel,145113,479,1,Yes
GLE,2022,Global,Red,Petrol,122963,425,1,No
CLS,2021,Global,Black,Petrol,48333,453,1,Yes
GLC,2022,Global,Grey,Petrol,70409,340,1,Yes
GLA,2022,Global,Black,Petrol,68588,354,1,No
A-Class,2024,Global,White,Petrol,70912,325,1,Yes
E-Class,2023,Global,White,Petrol,38900,528,1,No
CLA,2023,Global,Yellow,Hybrid,77176,280,1,Yes
G-Class,2025,Global,Silver,Hybrid,201373,552,1,Yes
GLA,2024,Global,White,Diesel,44084,185,1,Yes
GLE,2022,Global,Grey,Petrol,103045,485,1,Yes
E-Class,2025,Global,Black,Hybrid,81104,548,1,Yes
GLA,2020,Global,Grey,Diesel,52534,329,1,Yes
A-Class,2024,Global,White,Petrol,93780,362,1,Yes
GLS,2024,Global,Green,Electric,284594,357,1,Yes
GLS,2024,Global,White,Petrol,252382,351,1,Yes
GLC,2023,Global,White,Petrol,104283,350,1,Yes
GLB,2022,Global,Black,Hybrid,77928,250,1,Yes
A-Class,2025,Global,Grey,Electric,74208,192,1,No
AMG A 45,2023,Global,Silver,Hybrid,331130,421,1,No
GLC,2020,Global,Red,Petrol,74126,297,1,Yes
GLE,2023,Global,White,Petrol,75673,324,1,Yes
GLE,2022,Global,Blue,Hybrid,146285,379,1,No
E-Class,2024,Global,White,Diesel,43001,513,1,Yes
GLA,2023,Global,Black,Petrol,61376,185,1,Yes
GLC,2022,Global,White,Petrol,100697,268,1,Yes
GLE,2023,Global,White,Petrol,120600,513,1,No
GLC,2022,Global,White,Petrol,137414,388,1,Yes
A-Class,2023,Global,Silver,Hybrid,93779,349,1,Yes
E-Class,2022,Global,Grey,Hybrid,65023,402,1,No
GLA,2022,Global,White,Petrol,77679,262,1,Yes
C-Class,2023,Global,Grey,Diesel,84615,409,1,Yes
G-Class,2024,Global,Silver,Petrol,193491,495,1,Yes
G-Class,2025,Global,Black,Electric,229315,496,1,Yes
A-Class,2022,Global,Red,Diesel,52625,335,1,Yes
S-Class,2022,Global,Silver,Hybrid,352998,384,1,Yes
C-Class,2022,Global,Black,Petrol,81435,320,1,Yes
GLA,2023,Global,Green,Hybrid,86839,196,1,Yes
GLB,2024,Global,Grey,Hybrid,97954,191,1,No
AMG C 63,2025,Global,White,Hybrid,389403,490,1,Yes
GLE,2023,Global,White,Petrol,69082,365,1,Yes
A-Class,2024,Global,White,Electric,96291,205,1,Yes
GLC,2022,Global,Grey,Electric,146616,431,1,Yes
CLA,2023,Global,White,Petrol,49443,200,1,Yes
C-Class,2022,Global,White,Diesel,76534,221,1,Yes
C-Class,2024,Global,Grey,Hybrid,57101,383,1,Yes
C-Class,2022,Global,Grey,Diesel,67177,244,1,Yes
C-Class,2023,Global,Yellow,Hybrid,92276,272,1,Yes
C-Class,2025,Global,White,Hybrid,91383,493,1,No
GLS,2021,Global,Silver,Diesel,274609,384,1,Yes
GLE,2021,Global,Black,Diesel,95113,570,1,Yes
GLC,2022,Global,White,Petrol,106242,502,1,Yes
E-Class,2022,Global,Yellow,Petrol,70074,581,1,No
C-Class,2020,Global,White,Petrol,85878,302,1,Yes
E-Class,2021,Global,Red,Petrol,56396,302,1,Yes
GLA,2023,Global,Silver,Electric,53317,392,1,Yes
C-Class,2022,Global,Red,Petrol,79789,273,1,Yes
CLA,2021,Global,Black,Petrol,64703,206,1,Yes
G-Class,2024,Global,Brown,Electric,174339,474,1,Yes
GLB,2025,Global,Blue,Electric,80117,264,1,Yes
A-Class,2022,Global,Grey,Diesel,80859,257,1,Yes
C-Class,2024,Global,Silver,Hybrid,69996,333,1,Yes
GLB,2025,Global,Black,Electric,55660,278,1,No
GLC,2020,Global,White,Diesel,79278,460,1,Yes
E-Class,2023,Global,White,Petrol,88039,497,1,Yes
GLC,2024,Global,Grey,Hybrid,105780,229,1,Yes
C-Class,2020,Global,White,Diesel,35482,262,1,Yes
S-Class,2025,Global,Black,Petrol,366630,661,1,Yes
GLC,2023,Global,Silver,Hybrid,147067,340,1,Yes
A-Class,2024,Global,Black,Diesel,49916,418,1,Yes
A-Class,2020,Global,White,Petrol,81303,201,1,No
AMG C 63,2023,Global,Blue,Petrol,303363,483,1,Yes
GLA,2021,Global,Silver,Petrol,42722,283,1,Yes
GLA,2025,Global,Black,Hybrid,78452,339,1,Yes
GLC,2020,Global,Silver,Petrol,89276,254,1,Yes
GLA,2020,Global,Black,Petrol,40474,398,1,Yes
E-Class,2023,Global,White,Petrol,80346,495,1,Yes
GLS,2020,Global,White,Petrol,303352,408,1,Yes
GLC,2020,Global,White,Petrol,61085,241,1,Yes
GLA,2023,Global,Black,Diesel,66349,351,1,No
GLS,2025,Global,Red,Electric,267488,374,1,Yes
C-Class,2023,Global,Blue,Petrol,45649,493,1,Yes
AMG E 63,2023,Global,Black,Petrol,202973,585,1,Yes
A-Class,2024,Global,White,Petrol,53314,377,1,Yes
GLE,2021,Global,Brown,Petrol,139478,310,1,Yes
GLB,2024,Global,Brown,Petrol,50847,375,1,Yes
A-Class,2020,Global,Grey,Diesel,66719,256,1,Yes
GLE,2020,Global,Yellow,Diesel,102203,311,1,Yes
CLS,2022,Global,Grey,Petrol,79785,439,1,Yes
GLC,2023,Global,Brown,Electric,90810,362,1,Yes
A-Class,2020,Global,Grey,Petrol,52640,344,1,Yes
A-Class,2022,Global,Black,Petrol,56623,163,1,No
A-Class,2024,Global,Black,Diesel,51713,325,1,No
GLS,2022,Global,Grey,Electric,298480,515,1,Yes
GLS,2024,Global,Silver,Electric,158323,478,1,Yes
E-Class,2020,Global,Black,Petrol,44925,224,1,No
E-Class,2023,Global,Black,Hybrid,46419,328,1,Yes
CLS,2025,Global,Blue,Electric,79410,309,1,No
GLA,2023,Global,Grey,Hybrid,93006,261,1,Yes
GLC,2020,Global,White,Hybrid,145587,349,1,Yes
A-Class,2020,Global,Black,Petrol,48288,225,1,Yes
GLA,2022,Global,Grey,Diesel,82751,303,1,Yes
GLS,2023,Global,Silver,Diesel,331576,489,1,Yes
GLC,2021,Global,White,Diesel,127099,404,1,No
GLC,2022,Global,Grey,Petrol,112014,458,1,Yes
GLS,2022,Global,Blue,Diesel,300640,444,1,Yes
GLC,2021,Global,White,Diesel,129289,227,1,Yes
GLC,2021,Global,Silver,Diesel,64413,321,1,Yes
E-Class,2025,Global,White,Diesel,67741,587,1,No
CLA,2023,Global,White,Petrol,80345,201,1,Yes
E-Class,2025,Global,White,Electric,42533,593,1,Yes
AMG A 45,2025,Global,Grey,Electric,392549,394,1,Yes
GLC,2023,Global,Grey,Electric,90400,283,1,Yes
AMG S 63,2025,Global,Black,Petrol,334199,795,1,Yes
A-Class,2020,Global,White,Diesel,43225,390,1,Yes
C-Class,2022,Global,Silver,Petrol,43664,407,1,Yes
AMG GT,2020,Global,Silver,Petrol,316915,544,1,Yes
GLB,2025,Global,Grey,Electric,76319,255,1,Yes
GLC,2020,Global,White,Diesel,146723,422,1,Yes
GLC,2023,Global,Grey,Electric,103041,454,1,Yes
A-Class,2023,Global,Silver,Petrol,63586,152,1,Yes
GLA,2022,Global,Black,Hybrid,81054,220,1,Yes
A-Class,2020,Global,Black,Diesel,51482,254,1,Yes
AMG GT,2020,Global,Grey,Petrol,142455,552,1,Yes
C-Class,2024,Global,White,Petrol,61964,242,1,Yes
GLC,2021,Global,Green,Petrol,97840,410,1,No
A-Class,2023,Global,Grey,Hybrid,98510,374,1,Yes
CLA,2020,Global,Grey,Diesel,76816,287,1,No
GLE,2022,Global,Black,Diesel,84947,582,1,No
CLA,2020,Global,White,Diesel,82721,296,1,Yes
E-Class,2020,Global,Silver,Petrol,78497,397,1,Yes
